PresentationID|Seq|Year|Source|First Name|Middle|Last Name|Organization|City|State|Country|Email|CoAuthor
14173410|1|06/08/2015|Medmeme|Leonid||Hanin|Idaho State University|||||
14172937|1|07/05/2015|Medmeme|Lawrence||Harris|The Ferrier Research Institute, Victoria University of Wellington|||||
14172467|1|02/19/2014|Medmeme|Morton H.||Harwood||||||Durocher_Bridget E.:Drum_Scott N.:Watts_Phillip B.:Moore_Marguerite T.:Durocher_John J.
14172092|1|09/17/2014|Medmeme|Muzamil||Hassan|Department of Internal Medicine, School of Clinical Medicine|||||Duarte_Raquel:Dix-Peek_Therese:Vachiat_Ahmed:Grinter_Sacha:Manga_Pravin:Naidoo_Sagren:Naicker_Saraladevi
14173411|1|06/08/2015|Medmeme|Haralampos||Hatzikirou|TU Dresden|||||
14177687|1|06/19/2015|Medmeme|Z.||Hawamdeh||Amman||Jordan||
14174336|1|04/30/2015|Medmeme|Steffen||Heck||Koln||||Gick_S.:Penning_P.
14170268|1|03/25/2015|Medmeme|Gena||Heidary|Boston Children's Hospital|Boston, MA||||Weng_Frank:Dagi_Linda R.
14170435|1|03/25/2015|Medmeme|Gena||Heidary||||||Avery_Robert:Pineles_Stacy:Edmond_Jane
14169669|1|06/08/2015|Medmeme|Sebastian||Heise|Humboldt-Universitat zu Berlin|||||
14177857|1|06/19/2015|Medmeme|I.||Henchiri|Farhat Hached|Ariana||||Alaya_Z.:Nouira_A.:Abdelkefi_N.:Baccouche_K.:Belghali_S.:Zeglaoui_H.:Bouajina_E.
14172368|1|09/17/2014|Medmeme|Olivia||Herd|Radiobiology, Dept Radiation Sciences, WITS University|Johannesburg||South Africa||Zita Francies_Flavia:Kotzen_Jeffrey:Smith_Trudi:Nxumalo_Zwide:Petrus Slabbert_Jacobus:Baeyens_Ans
13477525|1|08/27/2014|Medmeme|Beatriz||Hernàndez|Universidad Nacional de San Luis|San Luis||Argentina||Elena Funez_Maria
14177906|1|06/19/2015|Medmeme|A.||Hernandez-Rivera|Universidad Nacional de Colombia|Bogota D.C||Switzerland||
14174559|1|06/29/2015|Medmeme|Anthony JR||Hickey|University of Auckland|||New Zealand||Iftikar_Fathima I
14173413|1|06/08/2015|Medmeme|Thomas||Hillen|University of Alberta|||||Swan_A.
14173412|1|06/08/2015|Medmeme|Thomas||Hillen|University of Alberta|||||Swan_A.:Painter_K.
14177122|1|06/19/2015|Medmeme|T.||Hinrichs|Swiss Paraplegic Research|||||Lay_V.:Arnet_U.:Eriks-Hoogland_I.:Koch_H. G.:Rantanen_T.:Reinhardt_J. D.:Brinkhof_M.
14173199|1|05/19/2014|Medmeme|Helen H.||Hobbs|Howard Hughes Medical Institute, Eugene McDermott Center for Human Growth and Development, Internal Medicine and Molecular Genetics, University of Texas Southwestern Medical Center|||||
14173317|1|05/09/2015|Medmeme|Christopher||Hoffman|Department of Anesthesiology, Drexel University College of Medicine|Philadelphia, PA||||Brodsky_Melissa:Green_Michael
14177070|1|06/19/2015|Medmeme|K.||Hojan|Greater Poland Cancer Centre|Poznan||Switzerland||
14177146|1|06/19/2015|Medmeme|K.||Hojan|Greater Poland Cancer Centre|||||Milecki_P.:Kwiatkowska-Borowczyk_E.:Molinska-Glura_M.
14172402|1|09/17/2014|Medmeme|Shamillah||Holland|Department of Pharmacology, School of Therapeutic Sciences, University of Witwatersrand|||||Van Zyl_Robyn:Khakhlary_Prithiviraj:Baruah_Jubaraj
14172561|1|07/30/2015|Medmeme|E.||Hollox|Department of Genetics, University of Leicester|Leicester||United Kingdom||Polley_S.:Louzada_S.:Forni_D.:Balaskas_T.:Hains_D.:Yang_F.:Prescott_N.:Nimmo_E.:Veal_C.:Vind_I.:Munkholm_P.:Fode_P.:Mansfield_J.:Andersen_P.:Satsangi_J.:Mathew_C.:Sironi_M.
14172420|1|06/05/2014|Medmeme|||Holmes||||||
14170533|1|03/04/2015|Medmeme|KL||Hon|Department of Paediatrics, The Chinese Univeristy of Hong Kong|||Hong Kong||Chow_CM:Luk_DCK
14177661|1|06/19/2015|Medmeme|K.||Honggeum|Catholic University|Seoul||South Korea||
14169915|1|05/14/2014|Medmeme|Sarah C.||Hopp|Neuroscience, The Ohio State University|||||DAngelo_Heather M.:Royer_Sarah E.:Kaercher_Roxanne M.:Adzovic_Linda:Crockett_Alexis M.:Wenk_Gary L.
14172459|1|02/19/2014|Medmeme|Sarah||Hopson||||||
14173116|1|06/26/2015|Medmeme|Hadley||Horch|Bowdoin College|Brunswick, ME||||Hobbs_John:Saidenberg_Lucy:Chong_Megan
14177197|1|06/19/2015|Medmeme|T.||Hornik-Lurie||Jerusalem||Switzerland||Lerner_Y.
14173202|1|05/19/2014|Medmeme|Charles R.||Horres|Duke University School of Medicine|||||Blobe_Gerard
14173099|1|06/26/2015|Medmeme|Steven||Houser|Temple University, School of Medicine|Philadelphia, PA||||
14174720|1|06/29/2015|Medmeme|Cheng-ying||Hsieh|Department of pharmacology College of Medicine Taipei medical university|||Taiwan||Wang_Yi-hsuan:Pan_Si-han:Lin_Yu-xiang:Sheu_Joen-Rong
14177141|1|06/19/2015|Medmeme|W.- Y.||Hsu|Taipei Medical University, Wan Fang Hospital|||||Chen_S.- Y.:Lan_C.:Wu_C.- H.:Chang_K.- V.:Lee_H.- P.:Hsu_C.- J.:Lai_J.- S.
14169950|1|05/14/2014|Medmeme|Xiaomeng||Huang|MCDB|||||Schwind_Sebastian:Eisfeld_Ann-Kathrin:Santhanam_Ramasamy:Chiang_Chi-ling:Yu_Bo:Lee_Rober J:Bloomfield_Clara D.:Garzon_Ramiro:Marcucci_Guido:James Lee_L.
14173414|1|06/08/2015|Medmeme|Florence||Hubert|University of Aix-Marseille|||||Swan_A.:Painter_K.
14172615|1|07/30/2015|Medmeme|T.||Huellein|Asia-Orient-Institute, URPP Asia and Europe, University of Zurich|||Switzerland||
14169968|1|04/04/2014|Medmeme|Andrew||Huggins||||||Simonavice_Emily:Childs_Laura
14173319|1|05/09/2015|Medmeme|Andrew||Hulme|UPMC|||||Hache_John
14169724|1|12/26/2014|Medmeme|N||Husain|Lancashire Care NHS Foundation Trust|||||Chaudhry_IB:Kiran_T:Mehmood_N:Fayyaz_H:Saeed_S:Rehman_R:Hamarani_M:Kazmi_A:Ansari_S:Naeem_F
14177746|1|06/19/2015|Medmeme|A.||Iliadis|Euromedica Arogi Thessaloniki|Thessaloniki, GR||||Vanakas_T.:Rebelakos_G.:Xatzoglou_N.:Mihut_C.:Bikos_G.:Loizidis_T.
14177002|1|06/19/2015|Medmeme|O.||Ilic Stojanovic|Institute for Rehabilitation, Faculty of Medicine, University of Belgrade|Belgrade, RS||||Lazovic_M.:Hrkovic_M.:Andjic_M.:Spiroski_D.:Filipovic_T.:Ostrahovich_E.
14178352|1|06/19/2015|Medmeme|K.||Imene|Ariana|||||Maoui_R.:Rahali Khachlouf_H.
14172100|1|09/17/2014|Medmeme|Andrew||Immelman|Carbohydrate and Lipid Metabolism Research Unit, School of Clinical Sciences, University of the Witwatersrand|||||Pilcher_Gillian:Raal_Frederick
14165659|1|09/08/2014|Medmeme|Muhammad||Imran Sohail|Medical University of Vienna|||Austria||Khunweeraphong_Narakorn:Rudashevskaya_Elena L.:Montanari_Floriane:Stockner_Thomas:Trauner_Michael:Ecker_Gerhard F.:Chiba_Peter
14178048|1|06/19/2015|Medmeme|R.||Irzmanski|Medical University of Lodz|Łodz||Switzerland||Andrzejczak_M.:Kowalski_J.:Pawlicki_L.
14173753|1|12/04/2014|Medmeme|Farhadul||Islam|Cancer Molecular Pathology, Griffith Health Institute, Griffith University|Gold Coast||||Gopalan_Vinod:Wahab_Riajul:Lam_Alfred K-Y
14172317|1|09/17/2014|Medmeme|Hajira||Ismail|Division of Infectious Diseases, Department of Medicine, Chris Hani Baragwanath Hospital, University of the Witwatersrand|||||Sahid_Faieza:Seetharam_Sharona:Wadula_Jeanette:Karstaedt_Alan
14172413|1|09/17/2014|Medmeme|Zeenat||Ismail|Department of Pharmacy and Pharmacology, School of Therapeutic Sciences|||||De Koning_Charles:Dam_Jean:Harmse_Leonie
14173273|1|05/09/2015|Medmeme|Venkataraman||Iyer|Department of Anesthesiology, Penn State Hershey Medical Center|Hershey, PA||||Chinchilli_Vernon:Iskandarani_Khaled:Bezinover_Dmitri
14178211|1|06/19/2015|Medmeme|Y.||Izaki|Kanazawa Medical University Hospital|Ishikawa||||Kyoda_K.:Kagechika_K.
14169897|1|05/14/2014|Medmeme|Aishwarya G||Jacob|Center for Childhood cancer, Nationwide Childrens Hospital|||||Singh_Ravi K:Mohammad_Fuad:Chandler_Dawn S
14172179|1|09/17/2014|Medmeme|Nicole||Jaff|Department of Chemical Pathology, School of Pathology, University of Witwatersrand|||||Snyman_Tracy:Toman_Marketa:Norris_Shane:Crowther_Nigel
14173415|1|06/08/2015|Medmeme|Harsh||Jain|Florida State University|||||Jackson_T. L.
14173093|1|06/26/2015|Medmeme|Rajan||Jain|Department of Cell and Developmental Biology, Penn Cardiovascular Institute, Institute of Regenerative Medicine, Perelman School of Medicine at the University of Pennsylvania|Philadelphia, PA||||Li_Deqiang:Gupta_Mudit:Poleshko_Andrey:Epstein_Jonathan A.
14165086|1|05/31/2015|Medmeme|Novák||Jan|IHK FNKV Praha|||||Jan_Dobrovolný:Jitka_Brožová:Tomáš_Kozák
14177386|1|06/19/2015|Medmeme|S.||Jandric|University of Banjaluka|Banja Luka, BA||||Jovicic_Z.
14173755|1|12/04/2014|Medmeme|S.||Jansen|Centre for Health Practice Innovation, Griffith Health Institute, Griffith University|Queensland||||Ball_L.:Lowe_C.
13477664|1|08/27/2014|Medmeme|Yanny||Jaritonsky|AASM|CABA||Argentina||Beatriz Tornese_Elba:Sala_Viviana:Bertinatti_Silvia
14165723|1|06/21/2015|Medmeme|M||Jatla|Texas A& M/McLane Childrens Baylor Scott & White|Georgetown||United States||Angirekula_A
14173661|1|12/04/2014|Medmeme|Afraa M.||Jawad|Cancer Molecular Pathology, Griffith Health Institute, Griffith University|Gold Coast||||Jawad Al Mukhtar_Entisar:Hasan Sahib_Zena:Naji_Hamid:Gopalan_Vinod:Lam_Alfred KY
14169723|1|12/26/2014|Medmeme|Azmat||Jehan Khan|Aga Khan University|Karachi||Pakistan||Karmaliani_Rozina:Saeed Ali_Tazeen:Asad_Nargis:Madhani_Farhana
14176991|1|06/19/2015|Medmeme|M.||Jensen|University of Washington|Seattle, WA||United States||Dillworth_T.:Garcia_C.:George_H.:Gertz_K.:Johnson_L.:Mendoza_M. E.
14177442|1|06/19/2015|Medmeme|H. R.||Jeon|NHIS Ilsan Hospital|Gouang-si||||Goo_H. R.:Jung_S. J.:Kim_S. M.
14169898|1|05/14/2014|Medmeme|Young-Jun||Jeon|Department of Molecular Virology, Immunology and Medical Genetics, Wexner Medical Center, The Ohio State University|Columbus, Ohio||United States||Middleton_Justin:Kim_Taewan:Lagana_Alessandro:Piovan_Claudia:Secchiero_Paola:Nuovo_Gerard:Cui_Ri:Romano_Giulia:Di Leva_Gianpiero:Lee_Bum-Kyu:Sun_Hui-lung:Alder_Hansjuerg:Garofalo_Michela
14178074|1|06/19/2015|Medmeme|D.||Jesus|Funchal Central Hospital|Santa Cruz||||Lima_L.:Fernandes_G.
14172527|1|02/19/2014|Medmeme|Jingfeng||Jiang||||||Wang_Yu
14177806|1|06/19/2015|Medmeme|I. M.||Jimenez Cubero|Hospital 2 de Octubre|Madrid||Spain||Gumersindo Godoy_F. A.:Higuera Garcia_M. V.:Machota Blas_E. N.
14170214|1|03/25/2015|Medmeme|Kim||Jiramongkolchai|Duke University Eye Center|Durham, NC||||Freedman_Sharon F:El-Dairi_Mays A
14173444|1|06/08/2015|Medmeme|Monika||Joanna Piotrowska|Faculty of Mathematics, Informatics and Mechanics, Institute of Applied Mathematics and Mechanics, University of Warsaw|||||
14170348|1|03/25/2015|Medmeme|Ann M||John|The Institute of Ophthalmology and Visual Science, Rutgers New Jersey Medical School|Newark, NJ||||John_Elizabeth S:Hansberry_David R:Guo_Suqin
14174565|1|06/29/2015|Medmeme|Lisa B||Jørgensen|Aarhus University|||Denmark||Overgaard_Johannes:MacMillan_Heath A
14169949|1|05/14/2014|Medmeme|Pooja||Joshi|Department of Molecular Virology, Immunology and Medical Genetics and Comprehensive Cancer Center, Ohio State University|||||Jeon_Young-Jun:Middleton_Justin:Secchiero_Paola:Garofalo_Michela:Croce_Carlo M.
14173658|1|12/04/2014|Medmeme|L.||Jubair|School of Medicine, Griffith University|Gold Coast||Australia||Sun_J.
14177642|1|06/19/2015|Medmeme|K.- I.||Jung|Gwangju Veterans Hospital|Kwang-Ju||South Korea||Choi_C.- M.:Yoon_S.- R.
14177839|1|06/19/2015|Medmeme|K.||Kagechika|Kanazawa Medical University|Uchinada||Switzerland||
14170547|1|03/04/2015|Medmeme|Natta||Kajatanavin|Division of Dermatology, Department of Medicine, Faculty of Medicine Ramathibodi Hospital, Mahidol University|Bangkok||Thailand||
14177561|1|06/19/2015|Medmeme|B.||Kara|Gulhane Military Medical Academy|Ankara||Switzerland||Celik_A.
14177602|1|06/19/2015|Medmeme|G.||Kara|Pamukkale University|Denizli||Switzerland||Cavlak_U.:Altuğ_F.
14174591|1|06/29/2015|Medmeme|Anna||Karpeta|Department of Physiology and Toxicology of Reproduction Jagiellonian University in Krakow|||Poland||Gregoraszczuk_Ewa
14169867|1|05/14/2014|Medmeme|Jenna R.||Karras|Molecular virology, immunology and medical genetics, The Ohio State University|||||Schrock_Morgan:Miuma_Satoshi:Huebner_Kay
14173419|1|06/08/2015|Medmeme|Eugene||Kashdan|University College Dublin|||||
14177860|1|06/19/2015|Medmeme|S.||Katpattil|Yenepoya University|Mangalore||Switzerland||
14169941|1|05/14/2014|Medmeme|Balveen||Kaur||||||
14173255|1|05/19/2014|Medmeme|Mark||Kavesh|Northwestern University, Feinberg School of Medicine|||||Paller_Amy:Mirkin_Chad
14163592|1|05/14/2015|Medmeme|Soya||Kawabata|Department of Orthopaedic Surgery, Keio University School of Medicine, 35 Shinanomachi Shinjuku-ku|Tokyo||Japan||Takano_Morito:Numasawa_Yuko:Iwanami_Akio:Okano_Hideyuki:Nakamura_Masaya
14169660|1|06/08/2015|Medmeme|Samir||Kelada|University of North Carolina|||||
14173763|1|12/04/2014|Medmeme|M||Kelly|Griffith Health Institute, Griffith University|Gold Coast||Australia||McMillan_N.:Clarke_D.
14172421|1|06/05/2014|Medmeme|||Keshav||||||
14177957|1|06/19/2015|Medmeme|S.||Kesikburun||Ankara||||Yaşar_E.:Tan_A. K.
14177126|1|06/19/2015|Medmeme|F.||Khan|Royal Melbourne Hospital|Parkville||Australia||Amatya_B.:Kesselring_J.:Galea_M. P.
14177786|1|06/19/2015|Medmeme|F.||Khan|Royal Melbourne Hospital|||||Amatya_B.:Galea_M. P.
14169716|1|12/26/2014|Medmeme|Qurat||Khan|Aga Khan University Karachi|||||
14165594|1|09/08/2014|Medmeme|Narakorn||Khunweeraphong|Medical University of Vienna-MFPL|||Austria||Stockner_Thomas:Kuchler_Karl
14173768|1|12/04/2014|Medmeme|Can J.||Kiessling|Bond University|QLD||Australia||Reichelt_Melissa E.:Headrick_John P.:Peart_Jason:Ashton_Kevin J.
14170402|1|03/25/2015|Medmeme|Anna||Kim|University of California Los Angeles; Stein Eye Institute|Los Angeles, California||||Pineles_Stacy:Velez_Federico
14173337|1|05/09/2015|Medmeme|D.||Kim|Temple University Hospital|Philadelphia, PA||||Sethi_A.
14178108|1|06/19/2015|Medmeme|J. H.||Kim||Daejeon||South Korea||Lee_S. G.:Choi_E. S.
14173422|1|06/08/2015|Medmeme|Peter||Kim|University of Sydney|||||Choi_I.-K.:Crivelli_J.:Gevertz_J.:Wares_J.:Yoon_A.:Yun_C.-O.
14178269|1|06/19/2015|Medmeme|S. H.||Kim|Yonsei University Wonju College of Medicine|Wonju||||Lee_J. Y.:Lee_Y. H.:Kim_J. H.:Lee_J. H.:Park_T. J.
14177596|1|06/19/2015|Medmeme|Y.- H.||Kim|Samsung Medical Center, Sungkyunkwan University School of Medicine|Seoul||South Korea||Chang_W. H.:Cho_J. H.:Kim_M.- S.:Youn_J.:Kim_Y. K.:Kim_S. W.
14173423|1|06/08/2015|Medmeme|Yangjin||Kim|Department of Mathematics Konkuk University|||||Powathil_G.:Kang_H.:Trucu_D.:Kim_H.:Lawler_S.:Chaplain_M.
14173118|1|06/26/2015|Medmeme|Benjamin L.||King|Graduate School of Biomedical Sciences and Engineering, University of Maine|Orono, ME||||Carlisle_Heather R.:Yin_Viravuth P.
14173703|1|12/04/2014|Medmeme|J||King|Department of Urology, Gold Coast University Hospital|Southport, Queensland||||O'Kane_D:Tsing_V
14173769|1|12/04/2014|Medmeme|J||King||||||O'Kane_D:How_E:McClintock_S:Smith_N:Pisko_J:McDougall_P:Tracey_C
14173770|1|12/04/2014|Medmeme|J||King||||||Strahan_A:McClintock_S
14173771|1|12/04/2014|Medmeme|K.||Knox||||||Mey_A.:Todd_J.:Low_P.:Ralph_S.
14178037|1|06/19/2015|Medmeme|M.-J.||Ko|CHI-MEI Medical Center|||||Hsu_Y.-F.:Lin_W.-C.:Chou_W.:Wu_H.-M.:Wang_T.-G.
14174437|1|04/30/2015|Medmeme|Franz-Walter||Koch||Troisdorf||||
14176996|1|06/19/2015|Medmeme|F.||Kocyigit||Denizli||||Kuyucu_E.
14177845|1|06/19/2015|Medmeme|F.||Kocyigit||Denizli||||Kuyucu_E.:Kocyigit_A.
14170539|1|03/04/2015|Medmeme|Mark||Koh Jean Aan|Dermatology Service, KK Women's & Children's Hospital, Singapore Visiting Consultant, National Skin Centre|||Singapore||
14165600|1|09/08/2014|Medmeme|Sebastian||Köhler|University of Bonn|||Germany||Wiese_Michael
14177914|1|06/19/2015|Medmeme|T.||Koleganova|"FGBI ""Treatment - Rehabilitation Center"""|Moscow||Switzerland||
14165599|1|09/08/2014|Medmeme|Karin||Komposch|Institute for Cancer Research, Department of Medicine I, Medical University of Vienna|||Austria||Traxl_Alexander:Wanek_Thomas:Langer_Oliver:Trauner_Michael:Sibilia_Maria
14172082|1|09/17/2014|Medmeme|Pierre||Kondiah|Department of Pharmacy and Pharmacology, School of Pharmacy, University of Witwatersrand|||||Pillay_Viness:Choonara_Yahya:Kumar_Pradeep:Du Toit_Lisa:Kumar_Lomas:Tyagi_Charu
14169679|1|06/08/2015|Medmeme|Genevieve||Konopka|University of Texas Southwestern Medical Center|||||Hunter_Kent
14169670|1|06/08/2015|Medmeme|Genevieve||Konopka|University of Texas Southwestern Medical Center|||||Ostrander_Elaine
14177259|1|06/19/2015|Medmeme|K.- I.||Koo|University of Ulsan|||||Cho_S. D.:Chee_Y.:Heo_S.:Park_D. K.:Hwang_C. H.
14177895|1|06/19/2015|Medmeme|B.||Kopliku|Ospedale Santa Maria Nuova|Reggio Emilia||Italy||Fugazzaro_S.:Piro_R.:Rapicetta_C.:Tenconi_S.:Bardelli_R.
14176992|1|06/19/2015|Medmeme|D. J.||Kopsky|VU University Medical Center|Amsterdam||Switzerland||van de Ven_L. N. M.:Stolwijk-Swuste_J.:van der Leeden_M.:Dekker_J.
14178234|1|06/19/2015|Medmeme|N.||Kos|University Medical Centre Ljubljana|||Slovenia||Sedej_B.
14154613|1|06/23/2015|Medmeme|Vasiliki||Kosmidou|Information Technologies Institute (ITI), Centre for Research & Technology Hellas|||||Tsolaki_Anthoula:Kompatsiaris_Ioannis:Tsolaki_Magda
14172823|1|07/09/2015|Medmeme|Swapnil||Kothari|Laboratory of Neuro Imaging, USC Stevens Neuroimaging and Informatics Institute, Keck School of Medicine of USC, University of Southern California, 2001 N Soto Street|Los Angeles||United States||
14172107|1|09/17/2014|Medmeme|Daisy||Kotsane|Department of General Dental Practice, School of Oral Health Sciences, University of Witwatersrand|||||
14174265|1|04/30/2015|Medmeme|Athanosios||Koulousakis||Koln||||Chatzikalfas_A.:Richter_R.
14177456|1|06/19/2015|Medmeme|S.||Kozomara||Nis||||Stoickov_M.:Markovic_K.:Filipov_R.:Mitic_S.:Mandic_N.:Jevtic_Z.
14165602|1|09/08/2014|Medmeme|Stefanie||Kraege|University of Bonn|||Germany||Stefan_Katja:Wiese_Michael
14169969|1|04/04/2014|Medmeme|Anna||Kranzlein||||||Mills_Chavonda
14165604|1|09/08/2014|Medmeme|Michael||Krapf|University of Bonn|||Germany||Willmes_Thomas:Wiese_Michael
14173772|1|12/04/2014|Medmeme|J.||Kroon|Griffith Health Institute/School of Dentistry and Oral Health, Griffith University|Gold Coast||Australia||
14173425|1|06/08/2015|Medmeme|Yang||Kuang|Arizona State University|||||Baez_J.
14165584|1|09/08/2014|Medmeme|Ralf||Kubitz|Bethanien Krankenhaus Moers|||Germany||Stindt_Jan:Kluge_Stefanie:Dröge_Carola:Häussinger_Dieter
14172423|1|06/05/2014|Medmeme|||Kudryck||||||
14163557|1|05/14/2015|Medmeme|Naveen||Kumar|Robert Jones & Agnes Hunt Orthopaedic Hospital, / Midland Centre for spinal Injuries (MCSI)|Oswestry||United Kingdom||Lamb_Alison
14177202|1|06/19/2015|Medmeme|P.||Kumar|Jawaharlal Nehru University|New Delhi||Switzerland||Baquer_N.
14173660|1|12/04/2014|Medmeme|Avinash R.||Kundur|Heart Foundation Research Centre, Griffith Health Institute, Griffith University|Gold Coast, Queensland||Australia||Santhakumar_Abishek B.:Bulmer_Andrew C.:Singh_Indu
14172173|1|09/17/2014|Medmeme|Tsholofelo||Kungoane|Department of Oral Pathology, School of Oral Health Sciences, University of Witwatersrand|||||Meer_Shabnum:Mahomed_Farzana
14172169|1|09/17/2014|Medmeme|Taurai||Kurebwa|Department of Pharmacology, School of Therapeutic Sciences|||||De Koning_Charles:Harmse_Leonie:Dam_Jean
14165585|1|09/08/2014|Medmeme|Hiroyuki||Kusuhara|University of Tokyo|||Japan||
14174704|1|06/29/2015|Medmeme|Sabine L||Lague|University of British Columbia|||Canada||Chua_Beverly:Farrell_Anthony P:McCracken_Kevin G:Wang_Yuxiang:Milsom_William K
14169899|1|05/14/2014|Medmeme|Aparna||Lakshmanan|PHYSIOLOGY AND CELL BIOLOGY, COLLEGE OF MEDICINE|||||Scarberry_Daniel:Green_Jill:Jhiang_Sissy
14173775|1|12/04/2014|Medmeme|A||Lalji|Griffith university|Gold Coast, Queensland||Australia||Khiroya_N:Lalji_M
14173776|1|12/04/2014|Medmeme|Alfred||Lam|Pathology, Gold Coast University Hospital|||Australia||
14173338|1|05/09/2015|Medmeme|James||Lamberg|Department of Anesthesiology, Penn State Hershey Medical Center|Hershey, PA||||Pilipovic_Milena
14172222|1|09/17/2014|Medmeme|Kim||Lamont|Julius Global Health, Julius Centre for Health Sciences and Primary Care, University Medical Centre Utrecht|Utrecht||The Netherlands||Klipstein-Grobusch_Kerstin:Stewart_Simon:Sliwa_Karen
14178095|1|06/19/2015|Medmeme|D.||Lane|National Rehabilitation Hospital|Dublin||Ireland||
14178232|1|06/19/2015|Medmeme|U.||Lange|Kerckhoff-Klinik, University of Gießen|Gießen||Germany||Müller-Ladner_U.
14165562|1|09/08/2014|Medmeme|Oliver||Langer|MUW|||Austria||
14173334|1|05/09/2015|Medmeme|Derek S.||Lauter|CA-1, University of Pittsburgh Medical Center Anesthesiology Residency|Pittsburgh, PA||||Forte_Patrick J.
14178180|1|06/19/2015|Medmeme|J.||Leal|Centro Hospitalar Entre Douro Vouga|São João Madeira||Switzerland||Gomes_J.:Cunha_J.:Marques_R.:Branco_C.
14172870|1|07/08/2015|Medmeme|P.N.||Leão|CIIMAR, University of Porto|||Portugal||Nakamura_H.:Costa_M.:Pereira_A.R.:Martins_R.:Vasconcelos_V.:Gerwick_W.H.:Balskus_E.P.
14173427|1|06/08/2015|Medmeme|Urszula||Ledzewicz|Department of Mathematics and Statistics Southern Illinois University|||||Schaettler_H.
14169900|1|05/14/2014|Medmeme|Cindy||Lee|Biomedical Informatics, The Ohio State University|||||Parvin_Jeffrey
14177529|1|06/19/2015|Medmeme|J. H.||Lee|Wooridul Spine Hospital|Seoul||South Korea||Lee_S.- H.
14173203|1|05/19/2014|Medmeme|Jaewon||Lee|Harvard Medical School|||||Haigis_Marcia
14177973|1|06/19/2015|Medmeme|W.||Lee|Seoul National University|Seoul||South Korea||Seo_H.:Oh_B.-M.:Han_T.-R.
14172892|1|07/05/2015|Medmeme|Jean-Paul||Lellouche|Department of Chemistry, Nanomaterials Research Center, Institute of Nanotechnology & Advanced Materials, Bar-Ilan University|Ramat-Gan 5290002||Israel||Limor Israel_Liron:Ostrovsky_Stella:Buchman-Kapilov_Katya:Lia Yarmiyaev_Valeria:Lellouche_Emmanuel:Michaeli_Shulamit
14170478|1|03/04/2015|Medmeme|KF||Leong|Pediatric Institute|Kuala Lumpur||Malaysia||Ling_HN:Kho_WM
14170479|1|03/04/2015|Medmeme|KF||Leong|Pediatric Institute|Kuala Lumpur||Malaysia||Ling_HN:Kho_WM
14170486|1|03/04/2015|Medmeme|KF||Leong|Pediatric Institute Kuala Lumpur, Jakax Paliang|||Malaysia||Ong_US:Ling_HN
14165790|1|06/21/2015|Medmeme|A||Lerner|Technion-Israel institute of Technology|Haifa||Israel||Jeremias_P:Matthias_T
14169790|1|11/28/2014|Medmeme|Maxime||Leroy|UQAM|||||
14172668|1|07/17/2015|Medmeme|Preston||Leung|UNSW Australia|||Australia||Bull_Rowena:Lloyd_Andrew:Luciani_Fabio
14170439|1|03/25/2015|Medmeme|Alex V||Levin||||||Forbes_Brian J:Binenbaum_Gil:Rubin_Steve E
14165386|1|05/17/2015|Medmeme|Gregory||Levin|FDA|||||Chow_Shein-Chung:Endrenyi_Laszlo:Lachenbruch_Peter:Chi_Eric
14173429|1|06/08/2015|Medmeme|Doron||Levy|University of Maryland|||||Clapp_G.:Lepoutre_T.:Nicolini_F.
14173245|1|05/19/2014|Medmeme|Andrew A.||Li|Harvard Medical School|||||Mootha_Vamsi
14173204|1|05/19/2014|Medmeme|Michael||Li|Icahn School of Medicine at Mount Sinai|||||Friedman_Scott:Sikora_Andrew
14169842|1|11/28/2014|Medmeme|Puzhen||Li|Concordia University|||||
14178435|1|06/19/2015|Medmeme|Q.||Li||Tianjin||||Liu_L.
14169872|1|05/14/2014|Medmeme|Ran||Li|Department of Chemistry and Biochemistry, The Ohio State University, 100 West 18th Avenue|Columbus, OH 43210||United States||Chen_Zhaomin:Coe_James V.:Allen_Heather C.:Miller_Barrie:Hitchcock_Charles L.:Povoski_Stephen P.:Martin_Edward W.
14177800|1|06/19/2015|Medmeme|Y.- J.||Li|National Yang-Ming University|Taipei||Switzerland||Wang_R.- Y.:Huang_F.- Y.:Chen_J.- Y.:Ke_Y.- F.:Yang_Y.- R.
14177874|1|06/19/2015|Medmeme|S.||Liao|Changhua Christian Hospital|Changhua||Switzerland||
14172915|1|07/05/2015|Medmeme|Rinat||Lifshiz|Department of Chemical Engineering, Ben Gurion University of the Negev|||Israel||Lerman_Galya:Chintacunta_Ramesh:Goldbart_Riki:Traitel_Tamar:Avni_Dror:Sidi_Yechezkel:Kost_Joseph
14174708|1|06/29/2015|Medmeme|Chun-Mao||Lin|College of Medicine Taipei Medical University|||Taiwan||Huang_Shih-Hao:Lee_Chi-Ming:Huang_Sheng-Tung
14174967|1|06/29/2015|Medmeme|Wan-Wan||Lin|National Taiwan University|||Taiwan||
14165971|1|05/20/2015|Medmeme|Yajuan||Lin|Earth and Ocean Sciences, Nicholas School of the Environment, Duke University|||||Cassar_Nicolas:Moreno_Carly:Marchetti_Adrian
14173304|1|05/09/2015|Medmeme|James||Lincoln|Department of Anesthesiology & Perioperative Medicine, Drexel University College of Medicine|||||Patterson_Velvet:Gonzalez_Mario
